Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
MA0232,4064,25025081200,Metropolitan,2012,"Banc of America CDE, LLC","$5,000,000.00 ",Boston,MA,2130,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
MA0232,4065,25025081200,Metropolitan,2012,"Banc of America CDE, LLC","$552,708.00 ",Boston,MA,2130,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
MA0232,4066,25025081200,Metropolitan,2012,"Banc of America CDE, LLC","$2,447,292.00 ",Boston,MA,2130,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
MA0233,4070,25013812103,Metropolitan,2004,"Community Revitalization Fund, Inc.","$3,775,344.00 ",HOLYOKE,MA,1040,Business Financing,NRE,YES,NO
MA0233,4071,25005655200,Metropolitan,2013,Rockland Trust Community Development Corporation,"$3,300,000.00 ",New Bedford,MA,2740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0234,4072,25005642000,Metropolitan,2013,Rockland Trust Community Development Corporation,"$4,000,000.00 ",Fall River,MA,2720,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0235,4073,25023511600,Metropolitan,2013,Rockland Trust Community Development Corporation,"$330,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0236,4074,25001015300,Metropolitan,2013,Rockland Trust Community Development Corporation,"$350,000.00 ",Hyannis,MA,2601,Business Financing,NRE,NO,NO
MA0236,4075,25001015300,Metropolitan,2013,Rockland Trust Community Development Corporation,"$430,000.00 ",Hyannis,MA,2601,Business Financing,NRE,NO,NO
MA0237,4076,25009206800,Metropolitan,2013,Rockland Trust Community Development Corporation,"$1,700,000.00 ",Lynn,MA,1901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0238,4077,25023510900,Metropolitan,2013,Rockland Trust Community Development Corporation,"$200,000.00 ",Brockton,MA,2301,Business Financing,NRE,NO,NO
MA0239,4078,25025082000,Metropolitan,2013,Boston Community Capital Inc.,"$7,153,500.00 ",Roxbury,MA,2121,Business Financing,NRE,NO,NO
MA0240,4079,25003935200,Metropolitan,2013,MassDevelopment New Markets LLC,"$300,000.00 ",Pittsfield,MA,1201,Business Financing,NRE,NO,NO
MA0241,4080,25013801101,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$6,014,000.00 ",Springfield,MA,1103,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
MA0242,4081,25025081300,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$2,206,000.00 ",Boston,MA,2119,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0242,4082,25025081300,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$4,366,736.00 ",Boston,MA,2119,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0242,4083,25025081300,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$2,787,764.00 ",Boston,MA,2119,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0243,4084,25023511000,Metropolitan,2013,Rockland Trust Community Development Corporation II,"$165,000.00 ",Brockton,MA,2302,Business Financing,NRE,NO,NO
MA0244,4085,25023510200,Metropolitan,2013,Rockland Trust Community Development Corporation,"$261,000.00 ",Brockton,MA,2303,Business Financing,NRE,NO,NO
MA0245,4086,25025090400,Metropolitan,2013,Local Initiatives Support Corporation,"$2,560,000.00 ",Dorchester,MA,2121,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0245,4087,25025090400,Metropolitan,2013,Local Initiatives Support Corporation,"$3,200,000.00 ",Dorchester,MA,2121,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0245,4088,25025090400,Metropolitan,2013,Local Initiatives Support Corporation,"$3,797,500.00 ",Dorchester,MA,2121,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0245,4089,25025090400,Metropolitan,2013,"PNC Community Partners, Inc.","$2,798,800.00 ",Dorchester,MA,2121,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0245,4090,25025090400,Metropolitan,2013,"PNC Community Partners, Inc.","$1,201,200.00 ",Dorchester,MA,2121,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0246,4093,25005641101,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$4,589,268.00 ",Fall River,MA,2720,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
MA0246,4094,25005641101,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$2,026,132.00 ",Fall River,MA,2720,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
MA0246,4091,25005641101,Metropolitan,2014,MassDevelopment New Markets LLC,"$3,465,500.00 ",Fall River,MA,2720,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0246,4092,25005641101,Metropolitan,2014,MassDevelopment New Markets LLC,"$1,434,500.00 ",Fall River,MA,2720,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0247,4095,25005640800,Metropolitan,2013,Rockland Trust Community Development Corporation,"$274,000.00 ",Fall River,MA,2721,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0248,4098,25027731700,Metropolitan,2013,MassDevelopment New Markets LLC,"$2,000,000.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0248,4096,25027731700,Metropolitan,2014,MassDevelopment New Markets LLC,"$5,347,572.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0248,4097,25027731700,Metropolitan,2014,MassDevelopment New Markets LLC,"$6,412,428.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0249,4099,25025081001,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$4,303,864.00 ",Boston,MA,2115,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MA0249,4100,25025081001,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$1,826,536.00 ",Boston,MA,2115,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MA0250,4101,25025080401,Metropolitan,2013,"Banc of America CDE, LLC","$3,822,351.00 ",Roxbury,MA,2119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0250,4105,25025080401,Metropolitan,2013,Merrill Lynch Community Development Company,"$4,500,000.00 ",Roxbury,MA,2119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0250,4102,25025080401,Metropolitan,2014,"Banc of America CDE, LLC","$2,051,688.00 ",Roxbury,MA,2119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0250,4103,25025080401,Metropolitan,2014,"Banc of America CDE, LLC","$1,812,981.00 ",Roxbury,MA,2119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0250,4104,25025080401,Metropolitan,2014,"Banc of America CDE, LLC","$1,812,980.00 ",Roxbury,MA,2119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0251,4106,25005651300,Metropolitan,2013,Rockland Trust Community Development Corporation,"$1,300,000.00 ",New Bedford,MA,2740,Business Financing,NRE,NO,NO
MA0252,4107,25021456301,Metropolitan,2013,Rockland Trust Community Development Corporation,"$560,000.00 ",Stoughton,MA,2072,Business Financing,NRE,NO,NO
MA0253,4108,25025090300,Metropolitan,2013,Citibank NMTC Corporation,"$2,660,790.00 ",Dorchester Center,MA,2124,Real Estate – Rehabilitation – Housing -Single Family,RE,NO,NO
MA0254,4109,25027731400,Metropolitan,2013,ESIC New Markets Partners LP,"$4,992,000.00 ",Worcester,MA,1610,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MA0254,4110,25027731400,Metropolitan,2013,ESIC New Markets Partners LP,"$2,040,500.00 ",Worcester,MA,1610,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MA0255,4111,25025110103,Metropolitan,2013,Rockland Trust Community Development Corporation,"$5,900,000.00 ",Jamaica Plain,MA,2130,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MA0256,4112,25005650202,Metropolitan,2013,Rockland Trust Community Development Corporation,"$900,000.00 ",NEW BEDFORD,MA,2745,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0257,4118,25025000100,Metropolitan,2013,Capital Impact Partners,"$3,349,500.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0257,4119,25025000100,Metropolitan,2013,Capital Impact Partners,"$1,550,500.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0257,4120,25025000100,Metropolitan,2013,Chase New Markets Corporation,"$2,674,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0257,4121,25025000100,Metropolitan,2013,Chase New Markets Corporation,"$1,326,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MA0257,4115,25025000100,Metropolitan,2013,Nonprofit Finance Fund,"$1,660,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0257,4116,25025000100,Metropolitan,2013,Nonprofit Finance Fund,"$3,695,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0257,4117,25025000100,Metropolitan,2013,Nonprofit Finance Fund,"$2,325,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0257,4113,25025000100,Metropolitan,2014,MassDevelopment New Markets LLC,"$5,515,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0257,4114,25025000100,Metropolitan,2014,MassDevelopment New Markets LLC,"$2,325,000.00 ",Brighton,MA,2135,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0258,4122,25009250100,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$3,920,981.00 ",Lawrence,MA,1841,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0258,4123,25009250100,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$779,390.00 ",Lawrence,MA,1841,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0258,4124,25009250100,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$511,870.00 ",Lawrence,MA,1841,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0259,4125,25023511400,Metropolitan,2013,Rockland Trust Community Development Corporation,"$1,095,000.00 ",Brockton,MA,2301,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MA0260,4131,25023510900,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$2,175,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4132,25023510900,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$1,407,184.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4133,25023510900,Metropolitan,2013,MHIC NE New Markets CDE II LLC,"$1,517,816.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4126,25023510900,Metropolitan,2013,"Banc of America CDE, LLC","$3,698,200.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4127,25023510900,Metropolitan,2013,"Banc of America CDE, LLC","$1,801,800.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4128,25023510900,Metropolitan,2014,MassDevelopment New Markets LLC,"$3,000,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4129,25023510900,Metropolitan,2014,MassDevelopment New Markets LLC,"$1,930,800.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0260,4130,25023510900,Metropolitan,2014,MassDevelopment New Markets LLC,"$2,069,200.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0261,4134,25023510502,Metropolitan,2013,Rockland Trust Community Development Corporation,"$350,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0262,4135,25023511301,Metropolitan,2013,Rockland Trust Community Development Corporation,"$1,104,000.00 ",Brockton,MA,2302,Business Financing,NRE,NO,NO
MA0262,4136,25023511301,Metropolitan,2013,Rockland Trust Community Development Corporation,"$545,000.00 ",Brockton,MA,2302,Business Financing,NRE,NO,NO
MA0263,4137,25023510900,Metropolitan,2013,Rockland Trust Community Development Corporation,"$412,500.00 ",Brockton,MA,2301,Business Financing,NRE,NO,NO
MA0264,4138,25027709400,Metropolitan,2013,Rockland Trust Community Development Corporation,"$1,056,000.00 ",Leominster,MA,1453,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0265,4139,25005651200,Metropolitan,2013,Rockland Trust Community Development Corporation,"$2,588,000.00 ",new bedford,MA,2746,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MA0266,4140,25005640800,Metropolitan,2013,Rockland Trust Community Development Corporation,"$340,000.00 ",Fall River,MA,2721,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0267,4141,25023510700,Metropolitan,2013,Rockland Trust Community Development Corporation,"$2,720,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0268,4142,25023511600,Metropolitan,2013,Rockland Trust Community Development Corporation,"$320,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0269,4143,25023511600,Metropolitan,2013,Rockland Trust Community Development Corporation,"$175,000.00 ",BROCKTON,MA,2301,Business Financing,NRE,NO,NO
MA0270,4146,25027731700,Metropolitan,2014,MHIC NE New Markets CDE II LLC,"$7,390,350.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0270,4147,25027731700,Metropolitan,2014,MHIC NE New Markets CDE II LLC,"$2,500,000.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0270,4148,25027731700,Metropolitan,2014,MHIC NE New Markets CDE II LLC,"$6,017,650.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0270,4149,25027731700,Metropolitan,2014,The Community Builders CDE LLC,"$1,126,578.00 ",Worcester,MA,1604,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0270,4150,25027731700,Metropolitan,2014,The Community Builders CDE LLC,"$1,273,422.00 ",Worcester,MA,1604,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0270,4144,25027731700,Metropolitan,2014,"USBCDE, LLC","$1,719,850.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0270,4145,25027731700,Metropolitan,2014,"USBCDE, LLC","$930,150.00 ",Worcester,MA,1608,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0271,4151,25023542300,Metropolitan,2014,MassDevelopment New Markets LLC,"$5,508,000.00 ",Middleboro,MA,2346,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0271,4152,25023542300,Metropolitan,2014,MassDevelopment New Markets LLC,"$2,332,000.00 ",Middleboro,MA,2346,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0271,4153,25023542300,Metropolitan,2014,Chase New Markets Corporation,"$2,005,500.00 ",Middleborough,MA,2346,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0271,4154,25023542300,Metropolitan,2014,Chase New Markets Corporation,"$994,500.00 ",Middleborough,MA,2346,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0272,4157,25023510800,Metropolitan,2014,MHIC NE New Markets CDE II LLC,"$5,735,730.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0272,4158,25023510800,Metropolitan,2014,MHIC NE New Markets CDE II LLC,"$2,586,870.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0272,4155,25023510800,Metropolitan,2014,Chase New Markets Corporation,"$1,337,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0272,4156,25023510800,Metropolitan,2014,Chase New Markets Corporation,"$663,000.00 ",Brockton,MA,2301,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MA0273,4159,25023510800,Metropolitan,2014,Opportunity Finance Network,"$8,022,000.00 ",Brockton,MA,2301,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,CDE,YES,NO
MA0273,4160,25023510800,Metropolitan,2014,Opportunity Finance Network,"$4,800,000.00 ",Brockton,MA,2301,Other Financing Purpose,CDE,YES,NO
MA0273,4161,25023510800,Metropolitan,2014,Local Initiatives Support Corporation,"$8,022,000.00 ",Brockton,MA,2301,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MA0274,4162,25025100500,Metropolitan,2014,Chase New Markets Corporation,"$664,600.00 ",Dorchester,MA,2124,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0274,4163,25025100500,Metropolitan,2014,Chase New Markets Corporation,"$335,400.00 ",Dorchester,MA,2124,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0274,4164,25025100500,Metropolitan,2014,AI Wainwright LLC,"$3,900,000.00 ",Dorchester,MA,2124,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0274,4165,25025100500,Metropolitan,2014,AI Wainwright LLC,"$752,200.00 ",Dorchester,MA,2124,Other Financing Purpose,RE,YES,NO
MA0274,4166,25025100500,Metropolitan,2014,AI Wainwright LLC,"$2,067,800.00 ",Dorchester,MA,2124,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MA0275,4167,25017352400,Metropolitan,2014,Urban Action Community Development LLC,"$4,411,400.00 ",Cambridge,MA,2142,Business Financing,NRE,NO,NO
MA0275,4168,25017352400,Metropolitan,2014,Urban Action Community Development LLC,"$1,860,600.00 ",Cambridge,MA,2142,Business Financing,NRE,NO,NO
MA0276,4169,25017310100,Metropolitan,2014,MassDevelopment New Markets LLC,"$1,170,000.00 ",Lowell,MA,1852,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MA0277,4170,25025092400,Metropolitan,2014,National Trust Community Investment Corporation,"$7,000,000.00 ",Boston,MA,2124,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0278,4171,25009207000,Metropolitan,2014,MassDevelopment New Markets LLC,"$1,125,000.00 ",Lynn,MA,1901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MA0279,4172,25027710300,Metropolitan,2014,MassDevelopment New Markets LLC,"$500,000.00 ",Fitchburg,MA,1420,Business Financing,NRE,NO,NO
MA0279,4173,25027710300,Metropolitan,2014,MassDevelopment New Markets LLC,"$3,640,000.00 ",Fitchburg,MA,1420,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0001,4174,24510230300,Metropolitan,2007,"Paramount Community Development Fund, LLC","$3,396,250.00 ",Baltimore,MD,21230,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0002,4175,24510210100,Metropolitan,2007,"SunTrust Community Development Enterprises, LLC","$5,830,000.00 ",Baltimore,MD,21230,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0002,4176,24510210100,Metropolitan,2007,"City First New Markets Fund II, LLC","$3,000,000.00 ",Baltimore,MD,21230,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0002,4177,24510210100,Metropolitan,2007,"City First New Markets Fund II, LLC","$825,000.00 ",Baltimore,MD,21230,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0004,4178,24510040100,Metropolitan,2002,National Trust Community Investment Corporation,"$9,583,604.00 ",Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0005,4180,24510110200,Metropolitan,2008,"PNC Community Partners, Inc.","$6,592,000.00 ",Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0005,4179,24510110200,Metropolitan,2008,"PNC Community Partners, Inc.","$2,452,500.00 ",Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0006,4181,24510120500,Metropolitan,2007,"Wachovia Community Development Enterprises, LLC","$7,525,000.00 ",BALTIMORE,MD,21202,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0006,4182,24510120500,Metropolitan,2007,"Wachovia Community Development Enterprises, LLC","$2,109,000.00 ",BALTIMORE,MD,21202,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0007,4183,24510040100,Metropolitan,2005,"Banc of America CDE, LLC","$3,481,625.00 ",Baltimore,MD,21202,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0008,4186,24510080200,Metropolitan,2007,"City First New Markets Fund II, LLC","$14,000,000.00 ",Baltimore,MD,21213,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0008,4184,24510080200,Metropolitan,2008,National Trust Community Investment Corporation,"$2,617,637.00 ",Baltimore,MD,21213,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0008,4185,24510080200,Metropolitan,2008,National Trust Community Investment Corporation,"$2,719,468.00 ",Baltimore,MD,21213,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0008,4187,24510080200,Metropolitan,2008,"City First New Markets Fund II, LLC","$2,094,972.00 ",Baltimore,MD,21213,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0010,4188,24510080700,Metropolitan,2004,ESIC New Markets Partners LP,"$15,000,000.00 ",BALTIMORE,MD,21213,Other Financing Purpose,RE,NO,YES
MD0010,4189,24510080700,Metropolitan,2007,ESIC New Markets Partners LP,"$13,844,696.00 ",Baltimore,MD,21213,Other Financing Purpose,RE,NO,NO
MD0010,4190,24510080700,Metropolitan,2007,ESIC New Markets Partners LP,"$4,622,286.00 ",Baltimore,MD,21205,Other Financing Purpose,RE,NO,NO
MD0011,4191,24510080800,Metropolitan,2009,Harbor Bankshares Corporation,"$2,461,456.00 ",Baltimore,MD,21213,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0011,4192,24510080800,Metropolitan,2009,Harbor Bankshares Corporation,"$12,238,544.00 ",Baltimore,MD,21213,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0012,4193,24510070400,Metropolitan,2009,"Empowerment Reinvestment Fund, LLC","$11,014,689.00 ",Baltimore,MD,21205,Business Financing,NRE,NO,NO
MD0012,4194,24510070400,Metropolitan,2009,"Empowerment Reinvestment Fund, LLC","$1,810,311.00 ",Baltimore,MD,21205,Business Financing,NRE,NO,NO
MD0013,4195,24510110200,Metropolitan,2010,Telesis CDE Corporation,"$3,174,000.00 ",Baltimore,MD,21218,Business Financing,RE,NO,NO
MD0013,4196,24510110200,Metropolitan,2010,Telesis CDE Corporation,"$4,970,522.00 ",Baltimore,MD,21218,Business Financing,RE,NO,NO
MD0013,4197,24510110200,Metropolitan,2010,Telesis CDE Corporation,"$2,512,008.00 ",Baltimore,MD,21218,Business Financing,RE,NO,NO
MD0014,4198,24510040100,Metropolitan,2009,"PNC Community Partners, Inc.","$14,445,630.00 ",Baltimore,MD,21202,Business Financing,NRE,NO,NO
MD0015,4199,24510130806,Metropolitan,2003,"Banc of America CDE, LLC","$8,314,122.00 ",Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0015,4200,24510240100,Metropolitan,2005,"Mid-City Community CDE, LLC","$9,420,000.00 ",Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0015,4201,24510240100,Metropolitan,2005,"Mid-City Community CDE, LLC","$2,261,000.00 ",Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0015,4202,24510240100,Metropolitan,2006,"Mid-City Community CDE, LLC","$1,099,000.00 ",Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0015,4203,24510240100,Metropolitan,2006,"Mid-City Community CDE, LLC","$220,000.00 ",Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0018,4204,24510150400,Metropolitan,2008,"PNC Community Partners, Inc.","$1,170,046.00 ",Baltimore,MD,21217,Business Financing,NRE,NO,NO
MD0018,4205,24510150400,Metropolitan,2008,"PNC Community Partners, Inc.","$4,200,000.00 ",Baltimore,MD,21217,Business Financing,NRE,NO,NO
MD0019,4206,24510040100,Metropolitan,2004,"Wachovia Community Development Enterprises, LLC","$5,500,000.00 ",Baltimore,MD,21202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0019,4207,24510040100,Metropolitan,2004,"Wachovia Community Development Enterprises, LLC","$1,633,000.00 ",BALTIMORE,MD,21202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0021,4208,24510120400,Metropolitan,2009,Telesis CDE Corporation,"$700,000.00 ",Baltimore,MD,21218,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
MD0024,4210,24510120600,Metropolitan,2008,"SunTrust Community Development Enterprises, LLC","$9,450,000.00 ",Baltimore,MD,21218,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0024,4209,24510120600,Metropolitan,2008,ESIC New Markets Partners LP,"$9,400,000.00 ",Baltimore,MD,21218,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0025,4211,24510080101,Metropolitan,2008,Merrill Lynch Community Development Company,"$1,750,000.00 ",Baltimore,MD,21213,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0025,4212,24510080101,Metropolitan,2008,Merrill Lynch Community Development Company,"$1,750,000.00 ",Baltimore,MD,21213,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0026,4213,24510040100,Metropolitan,2008,"SunTrust Community Development Enterprises, LLC","$10,000,000.00 ",Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0027,4214,24510180100,Metropolitan,2009,ESIC New Markets Partners LP,"$4,000,000.00 ",Baltimore,MD,21201,Business Financing,RE,NO,NO
MD0028,4215,24510120202,Metropolitan,2006,Citibank NMTC Corporation,"$2,634,489.00 ",BALTIMORE,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0028,4216,24510120202,Metropolitan,2006,Citibank NMTC Corporation,"$552,288.00 ",BALTIMORE,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0030,4217,24510040100,Metropolitan,2006,"CCG Community Partners, LLC","$1,491,998.00 ",Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0031,4218,24510120202,Metropolitan,2007,Citibank NMTC Corporation,"$8,958,573.00 ",BALTIMORE,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0031,4219,24510120202,Metropolitan,2007,Citibank NMTC Corporation,"$1,878,139.00 ",BALTIMORE,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
