DATA_ID,NAME,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,RATING,REVIEWS,PRICE_HIGH,PRICE_LOW,ADDRESS,STREET,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,TELEPHONE,WEBSITE,RESERVATIONS,DELIVERY,TAKEOUT,ACCEPTS_CREDIT,ACCEPTS_APPLE_PAY,ACCEPTS_ANDROID_PAY,ACCEPTS_BITCOIN,GOOD_FOR,PARKING,BIKE_PARKING,WHEELCHAIR_ACCESSIBLE,GOOD_FOR_KIDS,GOOD_FOR_GROUPS,ATTIRE,AMBIENCE,NOISE_LEVEL,ALCOHOL,OUTDOOR_SEATING,WIFI,HAS_TV,WAITER_SERVICE,CATERS,COAT_CHECK,DOGS_ALLOWED,HAS_POOL_TABLE,GOOD_FOR_DANCING,HAPPY_HOUR,BEST_NIGHTS,SMOKING,GOOD_FOR_WORKING,GENDER_NEUTRAL_RESTROOM,MUSIC,MILITARY_DISCOUNT,DRIVE_THRU,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,RATING_5,RATING_4,RATING_3,RATING_2,RATING_1
487,Pat's Pizza Shop,Restaurant,Pizza,,,,0,,,"2324 Court St, Syracuse, NY 13208",2324 Court St,Syracuse,NY,13208,43.0832989,-76.137027,13154540924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
488,Sabatino's,Restaurant,Delis,,,1,1,,,"302 Malden Rd, Syracuse, NY 13211",302 Malden Rd,Syracuse,NY,13211,43.104475,-76.136024,13154551234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,12:00 AM,9:00 AM,12:00 AM,9:00 AM,12:00 AM,9:00 AM,11:00 PM,0,0,0,0,1
489,Tim Hortons,Restaurant,Cafes,,,,0,,,"714 Irving  Ave, Syracuse, NY 13210",714 Irving  Ave,Syracuse,NY,13210,43.04152267,-76.13745706,,,No,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
490,Ichiban Japanese Steakhouse,Restaurant,Japanese,Steakhouses,,2.93877551,49,30,11,"302 Old Liverpool Rd, Liverpool, NY 13088",302 Old Liverpool Rd,Liverpool,NY,13088,43.086425,-76.185707,13154570000,ichibanjapanesesteakhouse.com,Yes,No,Yes,Yes,No,,,Dinner,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,No,Yes,No,,,,,,,,,,,,,4:30 PM,9:00 PM,4:30 PM,9:00 PM,4:30 PM,9:00 PM,4:30 PM,9:00 PM,4:30 PM,10:00 PM,12:30 PM,10:00 PM,12:30 PM,9:00 PM,7,10,11,15,6
492,The All Night Egg Plant,Restaurant,Breakfast & Brunch,,,3.24137931,58,10,0,"5781 Bridge St, East Syracuse, NY 13057",5781 Bridge St,East Syracuse,NY,13057,43.0513916,-76.0711372,13154468178,,No,No,Yes,Yes,No,,,Breakfast,Private Lot,No,,Yes,Yes,Casual,,Average,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24,11,8,8
494,Just Wing It,Restaurant,Chicken Wings,Pizza,,3,2,,,"201 Milton Ave, Syracuse, NY 13204",201 Milton Ave,Syracuse,NY,13204,43.0477739,-76.1864484,13153147978,justwingitsyracuse.com,,Yes,Yes,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,5:00 PM,9:00 PM,5:00 PM,9:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,2:30 AM,5:00 PM,2:30 AM,3:00 PM,8:00 PM,1,0,0,0,1
495,China Wok,Restaurant,Chinese,,,2.142857143,7,10,0,"628 S Main St, Syracuse, NY 13212",628 S Main St,Syracuse,NY,13212,43.1246971,-76.1419655,13154588080,,No,,Yes,Yes,,,,,,,,No,No,Casual,,Average,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,3
496,Wingssyracuse,Restaurant,Restaurants,,,4,1,,,"315 Nottingham Rd, Syracuse, NY 13210",315 Nottingham Rd,Syracuse,NY,13210,43.0282433,-76.1105347,13154459464,wingsover.com,No,,Yes,Yes,,,,,,,,,,Casual,,Quiet,No,,,,No,,,,,,,,,,,,,,4:00 PM,1:00 AM,4:00 PM,1:00 AM,4:00 PM,1:00 AM,4:00 PM,3:00 AM,4:00 PM,3:00 AM,12:00 PM,3:00 AM,12:00 PM,1:00 AM,0,1,0,0,0
498,Jungle Cafe At the Zoo,Restaurant,Restaurants,,,,0,,,"1 Conservation Pl, Syracuse, NY 13202",1 Conservation Pl,Syracuse,NY,13202,43.0432455,-76.1810176,13154746216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
499,Siravolo's Pizza & Deli,Restaurant,Delis,Sandwiches,Pizza,,0,,,"309 Pond St, Syracuse, NY 13208",309 Pond St,Syracuse,NY,13208,43.0651626,-76.1523383,13154250877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
500,Papa John's Pizza,Restaurant,Pizza,,,1.333333333,3,,,"2921 James St Ste 1, Syracuse, NY 13206",2921 James St Ste 1,Syracuse,NY,13206,43.0688757,-76.106065,13154637272,,,Yes,,,,,,,,,,,,Casual,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
501,Cam-Nel Restaurant,Restaurant,Restaurants,,,,0,,,"2227 Brewerton Rd, Syracuse, NY 13211",2227 Brewerton Rd,Syracuse,NY,13211,43.098658,-76.145921,13154549903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
503,Cappy's Italian Grill,Restaurant,Italian,Pizza,,,0,,,"230 W Genesee St, Syracuse, NY 13202",230 W Genesee St,Syracuse,NY,13202,43.0516839,-76.1541809,13154227797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
504,Family Food Mkt,Restaurant,Grocery,Delis,,,0,,,"814 Butternut St, Syracuse, NY 13208",814 Butternut St,Syracuse,NY,13208,43.062131,-76.144253,13154740721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
505,Bayberry Fish Cove,Restaurant,Seafood,Fish & Chips,,4.75,12,10,0,"7608 Oswego Rd, Liverpool, NY 13090",7608 Oswego Rd,Liverpool,NY,13090,43.1393759,-76.2260212,13156521454,,No,,Yes,Yes,,,,,,No,,Yes,Yes,Casual,,Average,,No,,No,,,,,,,,,,,,,,,,,,,11:00 AM,7:00 PM,11:00 AM,7:00 PM,9:00 AM,8:30 PM,11:00 AM,7:00 PM,,,9,3,0,0,0
507,Nick's Place,Restaurant,Diners,,,3.428571429,7,10,0,"101 S Salina St, Syracuse, NY 13202",101 S Salina St,Syracuse,NY,13202,43.0502694,-76.1518034,13152180079,nicksplacesyr.com,No,Yes,Yes,Yes,,,,Brunch,"Garage, Street",Yes,Yes,Yes,Yes,Casual,,Average,No,No,Free,Yes,Yes,Yes,,,,,,,,,,,,,6:30 AM,2:30 PM,6:30 AM,2:30 PM,6:30 AM,2:30 PM,6:30 AM,2:30 PM,6:30 AM,2:30 PM,,,,,0,5,1,0,1
508,Maine Lobster Company,Restaurant,Restaurants,,,,0,,,"500 S Warren St, Syracuse, NY 13202",500 S Warren St,Syracuse,NY,13202,43.0454758,-76.1508412,13154266100,mainelobster.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
509,C & C Mini Mart,Restaurant,Delis,,,,0,,,"1431 N Salina St, Syracuse, NY 13208",1431 N Salina St,Syracuse,NY,13208,43.068292,-76.162038,13154790618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
510,Siciliano's Italian Eatery,Restaurant,Italian,,,2,2,,,"3106 James St, Syracuse, NY 13206",3106 James St,Syracuse,NY,13206,43.0688582,-76.1036108,13154339999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
512,Olsten's Cafe,Restaurant,Cafes,,,3,1,,,"721 University Ave\nRm 211, Syracuse, NY 13244",721 University Ave\nRm 211,Syracuse,NY,13244,43.0421244,-76.1339621,13154433966,foodservices.syr.edu/campusca…,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
513,Seniora Pizza,Restaurant,Pizza,,,1.833333333,12,,,"6325 Thompson Rd, Syracuse, NY 13206",6325 Thompson Rd,Syracuse,NY,13206,43.076596,-76.089508,13154014456,seniorapizzasyracuse.com,Yes,Yes,Yes,Yes,,,,"Breakfast, Lunch",,,,Yes,,,,Average,,,Free,Yes,No,Yes,,,,,,,,,,,,,10:30 AM,11:00 PM,10:30 AM,11:00 PM,10:30 AM,11:00 PM,10:30 AM,11:00 PM,10:30 AM,2:00 AM,10:30 AM,2:00 AM,10:30 AM,10:00 PM,0,1,2,3,6
515,Jreck Subs,Restaurant,Sandwiches,,,3.166666667,6,10,0,"6376 Thompson Rd, Syracuse, NY 13206",6376 Thompson Rd,Syracuse,NY,13206,43.07927704,-76.08869934,13154314410,jrecksubs.com,No,No,Yes,Yes,,,,,,No,,Yes,No,Casual,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,0
516,Iola's Family Diner,Restaurant,Diners,,,,0,,,"801 S Geddes St, Syracuse, NY 13204",801 S Geddes St,Syracuse,NY,13204,43.039859,-76.172065,13153995331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
517,Mo Betta Burritos,Restaurant,Restaurants,,,,0,,,"304 E Onondaga St Ste A, Syracuse, NY 13202",304 E Onondaga St Ste A,Syracuse,NY,13202,43.0471672,-76.1483407,13154757344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
518,Village Burger,Restaurant,Burgers,,,3.470588235,51,30,11,"920 Old Liverpool Rd, Liverpool, NY 13088",920 Old Liverpool Rd,Liverpool,NY,13088,43.09986,-76.197902,13155655324,,No,No,Yes,Yes,,,,"Lunch, Dinner",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,16,13,8,7,7
520,European Delights,Restaurant,Delis,,,3,1,,,"2142 W Genesee St, Syracuse, NY 13219",2142 W Genesee St,Syracuse,NY,13219,43.0479311,-76.1993949,13154871649,euspecialties.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,6:00 PM,0,0,1,0,0
521,Imperial Deli,Restaurant,Delis,Sandwiches,,,0,,,"989 James St Ste 5, Syracuse, NY 13203",989 James St Ste 5,Syracuse,NY,13203,43.059426,-76.135831,13154222411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
525,Big Bowl Inc,Restaurant,Chinese,,,3.285714286,7,30,11,"5194 W Taft Rd, Syracuse, NY 13212",5194 W Taft Rd,Syracuse,NY,13212,43.12165319,-76.15794266,13154588899,,No,No,Yes,Yes,,,,,,Yes,,Yes,No,Casual,,Quiet,No,No,No,No,No,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,12:00 PM,10:00 PM,2,1,2,1,1
527,Limestone Grille,Restaurant,American (Traditional),Desserts,Salad,2.911111111,45,30,11,"7300 E Genesee St, Fayetteville, NY 13066",7300 E Genesee St,Fayetteville,NY,13066,43.0291405,-76.0179304,13156379999,craftsmaninn.com/dining.cfm,Yes,No,Yes,Yes,,,,"Lunch, Dinner",Private Lot,No,Yes,No,Yes,Casual,,Quiet,Full Bar,No,Free,No,Yes,Yes,,,,,,,,,,,,,7:00 AM,9:00 PM,7:00 AM,9:00 PM,7:00 AM,9:00 PM,7:00 AM,9:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,2:00 PM,4,14,9,10,8
528,Eba,Restaurant,Pizza,,,,0,,,"489 James St, Syracuse, NY 13203",489 James St,Syracuse,NY,13203,43.0537707,-76.1464983,13154712200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
530,Thai Restaurant of Syracuse,Restaurant,Thai,,,,0,,,"238 W Jefferson St, Syracuse, NY 13202",238 W Jefferson St,Syracuse,NY,13202,43.0474926,-76.1547204,13154751111,lemongrasscny.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
531,Canales Restaurant,Restaurant,Italian,Pizza,,3.617647059,34,30,11,"7421 Oswego Rd, Liverpool, NY 13090",7421 Oswego Rd,Liverpool,NY,13090,43.1285541,-76.2203331,13157014323,canalesrestaurant.com,Yes,Yes,Yes,Yes,No,,,"Lunch, Dinner",,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,4:00 PM,9:00 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,12,9,5,4,4
532,Honey's Cafe,Restaurant,Cafes,,,,0,,,"5858 E Malloy Rd, Syracuse, NY 13211",5858 E Malloy Rd,Syracuse,NY,13211,43.0978815,-76.1137606,13154557788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,,,,,0,0,0,0,0
533,Pazzo Pizza,Restaurant,Pizza,,,,0,,,"411 N Salina St, Syracuse, NY 13203",411 N Salina St,Syracuse,NY,13203,43.056204,-76.1524042,13154750060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
537,Quigley's Tavern,Restaurant,Restaurants,,,,0,,,"122 E Genesee St, Syracuse, NY 13202",122 E Genesee St,Syracuse,NY,13202,43.0503474,-76.1513902,13154251784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
539,Adelphia Convenience,Restaurant,Delis,,,,0,,,"215 S Salina St, Syracuse, NY 13202",215 S Salina St,Syracuse,NY,13202,43.0489836,-76.1522051,13154723403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
540,Kyoko's Restaurant,Restaurant,Japanese,,,3.65625,32,30,11,"111 Brooklea Dr, Fayetteville, NY 13066",111 Brooklea Dr,Fayetteville,NY,13066,43.030345,-76.012305,13156379000,sushikyoko.com,Yes,No,Yes,Yes,No,,,,,Yes,,Yes,Yes,Casual,"Hipster, Classy",Average,Beer & Wine Only,No,,No,Yes,Yes,,,,,,,,,,,,,5:00 PM,9:00 PM,5:00 PM,9:00 PM,5:00 PM,9:00 PM,5:00 PM,9:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,9:00 PM,11,10,3,5,3
541,Sharkey's Sports Bar and Restaurant,Restaurant,American (New),Sports Bars,,3.88,25,30,11,"7240 Oswego Rd, Liverpool, NY 13090",7240 Oswego Rd,Liverpool,NY,13090,43.1218162,-76.2134559,13152144116,sharkeyssportsbar.com,Yes,No,Yes,Yes,No,,,"Dinner, Late Night",Private Lot,Yes,,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,Yes,No,,Yes,Yes,Yes,"Thu, Fri, Sat",Outdoor Area / Patio Only,,,DJ,,,,,,,,,,,,,,,,,14,3,3,1,4
545,Little Mac's Pizzeria,Restaurant,Pizza,,,4,1,,,"1621 Grant Blvd, Syracuse, NY 13203",1621 Grant Blvd,Syracuse,NY,13203,43.072023,-76.1388599,13154746227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,11:00 PM,12:00 PM,10:00 PM,12:00 PM,9:00 PM,0,1,0,0,0
546,JJ's Miss Syracuse Diner,Restaurant,Diners,Breakfast & Brunch,,2.875,8,10,0,"258 E Water St, Syracuse, NY 13202",258 E Water St,Syracuse,NY,13202,43.0502917,-76.1494731,13154711500,,No,No,Yes,Yes,,,,,,No,,No,Yes,Casual,,Quiet,No,No,No,No,Yes,No,,,,,,,,,,,,,7:30 AM,2:00 PM,7:30 AM,2:00 PM,7:30 AM,2:00 PM,7:30 AM,2:00 PM,7:30 AM,2:00 PM,,,,,0,3,3,0,2
547,Sabastino's Pizza & Deli,Restaurant,Pizza,,,,0,,,"2906 James St, Syracuse, NY 13206",2906 James St,Syracuse,NY,13206,43.0688491,-76.1060627,13154314444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
548,Canzano's Family Restaurant,Restaurant,Restaurants,,,,0,,,"3600 Court St, Syracuse, NY 13206",3600 Court St,Syracuse,NY,13206,43.0812899,-76.1181713,13154328218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
549,Enzo's Pizza,Restaurant,Pizza,,,1,2,,,"424 W Seneca Tpke, Syracuse, NY 13207",424 W Seneca Tpke,Syracuse,NY,13207,43.0021938,-76.1540255,13157010999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
550,Bob's Breakfast & Lunch,Restaurant,Breakfast & Brunch,,,,0,,,"301 Plainfield Rd Ste 170, Syracuse, NY 13212",301 Plainfield Rd Ste 170,Syracuse,NY,13212,43.09987,-76.160145,13157010512,,No,Yes,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
551,Doc's Pizzaria & Fishfry,Restaurant,Pizza,,,3.818181818,11,30,11,"3797 Milton Ave, Camillus, NY 13031",3797 Milton Ave,Camillus,NY,13031,43.05184372,-76.26658994,13154872698,docspizza-fishfry.com,No,Yes,Yes,Yes,,,,,,Yes,,Yes,Yes,Casual,,Quiet,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,1,0
552,Seniora Pizzeria,Restaurant,Pizza,,,,0,,,"933 S Geddes St, Syracuse, NY 13204",933 S Geddes St,Syracuse,NY,13204,43.0387979,-76.1728496,13154784976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
553,Ming Hing Restaurant,Restaurant,Restaurants,,,2.5,2,10,0,"4141 S Salina St, Syracuse, NY 13205",4141 S Salina St,Syracuse,NY,13205,43.0082217,-76.1409688,13154989988,,No,No,Yes,Yes,,,,,,,,,Yes,Casual,,Quiet,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
554,Papa DoughBoys,Restaurant,Chicken Wings,Pizza,,,0,,,"812 Oak St, Syracuse, NY 13203",812 Oak St,Syracuse,NY,13203,43.0636173,-76.1360856,13152187777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,,,0,0,0,0,0
555,Fat Tony's,Restaurant,Restaurants,,,,0,,,"317 N Salina St, Syracuse, NY 13203",317 N Salina St,Syracuse,NY,13203,43.0553127,-76.1523059,13154724344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
557,Spinning Wheel Banquet & Clambake,Restaurant,Parks,Restaurants,,2.3,10,30,11,"7384 Thompson Rd, Syracuse, NY 13212",7384 Thompson Rd,Syracuse,NY,13212,43.1280211,-76.0995082,13154583222,,Yes,No,Yes,Yes,,,,,,Yes,Yes,No,Yes,Casual,,Average,Full Bar,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,3,4
558,Carrabba's Italian Grill,Restaurant,Italian,Seafood,,3.696969697,33,30,11,"550 Towne Dr, Fayetteville, NY 13066",550 Towne Dr,Fayetteville,NY,13066,43.0342437,-76.0176524,13156377400,carrabbas.com,No,No,Yes,Yes,,,,"Lunch, Dinner",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,No,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:30 PM,11:00 AM,10:30 PM,11:00 AM,9:00 PM,11,11,4,4,3
559,Rosie's Sports Pub & Grille,Restaurant,Sports Bars,Restaurants,,2.625,8,10,0,"1443 W Genesee St, Syracuse, NY 13204",1443 W Genesee St,Syracuse,NY,13204,43.0517927,-76.1825055,13154681269,rosiessportspub.com,No,No,Yes,Yes,,,,,Private Lot,Yes,,No,Yes,Casual,,,Full Bar,Yes,Free,Yes,Yes,,No,,,Yes,Yes,,,,,,,,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,1,2,1,1,3
560,Mesa Grande Taqueria,Restaurant,Mexican,,,3.703703704,27,10,0,"190 Township Blvd\nSte 40, Camillus, NY 13031",190 Township Blvd\nSte 40,Camillus,NY,13031,43.0551353,-76.2704899,13154889000,mesagrandetaqueria.com,No,No,Yes,Yes,,,,Lunch,,Yes,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,No,Yes,,,,,,,,,Yes,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,12:00 PM,9:00 PM,7,8,9,3,0
561,Papa's Pizza,Restaurant,Pizza,,,3.857142857,7,30,11,"6003 S Salina St, Syracuse, NY 13205",6003 S Salina St,Syracuse,NY,13205,42.9835939,-76.140118,13154921400,Pizzaatpapas.com,No,Yes,Yes,Yes,,,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,12:00 PM,9:00 PM,2,4,0,0,1
562,Robbie T's Pizza,Restaurant,Pizza,,,4.552631579,38,10,0,"4625 North St, Jamesville, NY 13078",4625 North St,Jamesville,NY,13078,42.9953735,-76.0716601,13154693171,,No,Yes,Yes,No,No,,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,,,29,5,1,2,1
563,Syracuse University,Restaurant,Restaurants,,,,0,,,"800 Nottingham Rd, Syracuse, NY 13224",800 Nottingham Rd,Syracuse,NY,13224,43.0202058,-76.1059367,13154464556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
564,McDonald's,Restaurant,Fast Food,Burgers,,2.666666667,3,10,0,"6481 Thompson Rd, Syracuse, NY 13206",6481 Thompson Rd,Syracuse,NY,13206,43.0857192,-76.0906613,13154639622,mcdonalds.com,No,No,Yes,Yes,Yes,,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,,No,,Free,,,No,,,,,,,,,,,,,5:00 AM,11:00 PM,5:00 AM,11:00 PM,5:00 AM,11:00 PM,5:00 AM,11:00 PM,5:00 AM,12:00 AM,5:00 AM,12:00 AM,6:00 AM,11:00 PM,1,0,0,1,1
565,QD's Home Cookin',Restaurant,Diners,,,1,1,,,"4710 S Salina St, Syracuse, NY 13205",4710 S Salina St,Syracuse,NY,13205,43.001742,-76.143162,13154928415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,7:00 AM,3:00 PM,0,0,0,0,1
566,Gardenview Diner,Restaurant,Diners,Seafood,Breakfast & Brunch,3,30,10,0,"650 Old Liverpool Rd, Liverpool, NY 13088",650 Old Liverpool Rd,Liverpool,NY,13088,43.0929665,-76.1935708,13154515525,gardenviewdiner.com,No,No,Yes,Yes,No,,,"Breakfast, Lunch",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,No,,,,,,,,,,,,,6:30 AM,3:30 PM,6:30 AM,9:00 PM,6:30 AM,9:00 PM,6:30 AM,9:00 PM,6:30 AM,9:00 PM,6:30 AM,9:00 PM,6:30 AM,3:00 PM,7,4,6,8,5
567,Gigino's Pizzeria,Restaurant,Pizza,,,3,1,,,"2409 Milton Ave, Syracuse, NY 13209",2409 Milton Ave,Syracuse,NY,13209,43.061516,-76.221167,13154877700,giginospizzeria.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
568,Regatta Grille,Restaurant,American (New),,,2.875,8,30,11,"6301 Carrier Pkwy, East Syracuse, NY 13057",6301 Carrier Pkwy,East Syracuse,NY,13057,43.0877248,-76.0836023,13154320200,,Yes,No,Yes,Yes,,,,Breakfast,,No,,Yes,Yes,Casual,,Quiet,Full Bar,No,No,Yes,,,,,,,,,,,,,,,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,1,2,2,1,2
569,Wegmans Pharmacy,Restaurant,Sandwiches,Drugstores,,,0,,,"116 Lawrence St, Syracuse, NY 13208",116 Lawrence St,Syracuse,NY,13208,43.069445,-76.1505449,13154781631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
570,Red Robin Gourmet Burgers,Restaurant,Burgers,American (Traditional),,3.235294118,17,30,11,"160 Township Blvd, Camillus, NY 13031",160 Township Blvd,Camillus,NY,13031,43.05518854,-76.27360469,13157286891,redrobin.com,No,No,Yes,Yes,No,,,Lunch,,No,,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,Yes,No,,,,,,,,,,,,No,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,10:00 PM,5,5,1,1,5
